User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation
46,5,-81.0,35.0,3800.0,4400.0,85.0
47,1,-66.0,7.0,1100.0,1200.0,70.0
48,0,-94.0,45.0,640.0,640.0,60.0
49,3,-99.0,104.0,5.0,6.0,65.0
50,7,-86.0,31.0,3600.0,3900.0,70.0
51,6,-80.0,30.0,11000.0,12500.0,80.0
52,4,-77.0,24.0,2600.0,2900.0,85.0
53,10,-89.0,27.0,1100.0,1100.0,70.0
54,8,-85.0,21.0,160.0,190.0,90.0
55,6,-70.0,27.0,10700.0,12300.0,75.0
56,5,-80.0,35.0,4100.0,4700.0,85.0
57,1,-65.0,8.0,1000.0,1100.0,70.0
58,0,-95.0,46.0,650.0,650.0,60.0
59,3,-100.0,103.0,4.0,5.0,75.0
60,7,-87.0,32.0,3700.0,4000.0,70.0
61,6,-81.0,29.0,10300.0,12100.0,70.0
62,4,-76.0,23.0,2700.0,3000.0,80.0
63,10,-90.0,26.0,1000.0,1000.0,70.0
64,8,-86.0,20.0,155.0,180.0,90.0
65,6,-69.0,26.0,10900.0,12400.0,75.0
66,5,-79.0,34.0,4300.0,4900.0,85.0
67,1,-64.0,7.0,1000.0,1100.0,70.0
68,0,-96.0,45.0,660.0,660.0,60.0
69,3,-101.0,102.0,3.0,4.0,75.0
70,7,-88.0,31.0,3800.0,4100.0,70.0
71,6,-82.0,28.0,10700.0,12200.0,70.0
72,4,-75.0,22.0,2800.0,3100.0,80.0
73,10,-91.0,25.0,900.0,900.0,70.0
74,8,-87.0,19.0,150.0,175.0,90.0
75,6,-68.0,25.0,11000.0,12500.0,75.0
76,5,-78.0,33.0,4400.0,5000.0,85.0
77,1,-63.0,6.0,900.0,1000.0,70.0
78,0,-97.0,44.0,670.0,670.0,60.0
79,3,-102.0,101.0,2.0,3.0,75.0
80,7,-89.0,30.0,3900.0,4200.0,70.0
81,6,-83.0,27.0,10800.0,12000.0,70.0
82,4,-74.0,21.0,2900.0,3200.0,80.0
83,10,-92.0,24.0,800.0,800.0,70.0
84,8,-88.0,18.0,145.0,170.0,90.0
85,6,-67.0,24.0,11200.0,12800.0,75.0
86,5,-77.0,32.0,4500.0,5100.0,85.0
87,1,-62.0,6.0,800.0,900.0,70.0
88,0,-98.0,43.0,680.0,680.0,60.0
89,3,-103.0,100.0,1.0,2.0,75.0
90,7,-90.0,29.0,4000.0,4300.0,70.0
91,6,-84.0,26.0,10900.0,12100.0,70.0
92,4,-73.0,20.0,3000.0,3300.0,80.0
93,10,-93.0,23.0,700.0,700.0,70.0
94,8,-89.0,17.0,140.0,165.0,90.0
95,6,-66.0,23.0,11400.0,12700.0,75.0
96,5,-76.0,31.0,4600.0,5200.0,85.0
97,1,-61.0,6.0,700.0,800.0,70.0
98,0,-99.0,42.0,690.0,690.0,60.0
99,3,-104.0,99.0,1.0,2.0,75.0
100,7,-91.0,28.0,4100.0,4400.0,70.0
101,8,-86.0,18.0,155.0,180.0,90.0
102,4,-74.0,22.0,2900.0,3200.0,80.0
103,10,-92.0,25.0,800.0,800.0,70.0
104,6,-67.0,24.0,11200.0,12500.0,75.0
105,5,-77.0,32.0,4500.0,5100.0,85.0
106,1,-62.0,6.0,800.0,900.0,70.0
107,0,-97.0,44.0,670.0,670.0,60.0
108,3,-103.0,100.0,1.0,2.0,75.0
109,7,-90.0,29.0,4000.0,4300.0,70.0
110,8,-85.0,19.0,150.0,175.0,90.0
111,6,-83.0,27.0,10800.0,12000.0,70.0
112,4,-72.0,21.0,3100.0,3400.0,80.0
113,10,-94.0,24.0,700.0,700.0,70.0
114,8,-88.0,18.0,145.0,170.0,90.0
115,6,-68.0,25.0,11400.0,12700.0,75.0
116,5,-76.0,31.0,4600.0,5200.0,85.0
117,1,-61.0,6.0,700.0,800.0,70.0
118,0,-98.0,43.0,680.0,680.0,60.0
119,3,-102.0,99.0,1.0,2.0,75.0
120,7,-89.0,30.0,4100.0,4400.0,70.0
121,8,-86.0,19.0,155.0,180.0,90.0
122,4,-74.0,22.0,2900.0,3200.0,80.0
123,10,-92.0,25.0,800.0,800.0,70.0
124,6,-67.0,24.0,11200.0,12500.0,75.0
125,5,-77.0,32.0,4500.0,5100.0,85.0
126,1,-62.0,6.0,800.0,900.0,70.0
127,0,-97.0,44.0,670.0,670.0,60.0
128,3,-103.0,100.0,1.0,2.0,75.0
129,7,-90.0,29.0,4000.0,4300.0,70.0
130,6,-85.0,19.0,150.0,175.0,90.0
131,10,-85.0,28.0,1500.0,1500.0,70.0
132,0,-99.0,46.0,620.0,620.0,60.0
133,8,-88.0,20.0,130.0,155.0,90.0
134,5,-75.0,30.0,5000.0,5700.0,85.0
135,6,-66.0,26.0,11000.0,12300.0,75.0
136,7,-80.0,29.0,4200.0,4600.0,70.0
137,1,-60.0,5.0,900.0,1000.0,70.0
138,10,-94.0,27.0,600.0,600.0,70.0
139,0,-96.0,45.0,660.0,660.0,60.0
140,4,-72.0,20.0,3200.0,3500.0,80.0
141,5,-78.0,32.0,4400.0,5000.0,85.0
142,6,-67.0,27.0,11100.0,12400.0,75.0
143,7,-81.0,28.0,4100.0,4500.0,70.0
144,1,-59.0,5.0,900.0,1100.0,70.0
145,10,-95.0,26.0,700.0,700.0,70.0
146,0,-95.0,47.0,610.0,610.0,60.0
147,8,-87.0,21.0,125.0,150.0,90.0
148,4,-71.0,19.0,3300.0,3600.0,80.0
149,5,-79.0,33.0,4300.0,4800.0,85.0
150,6,-68.0,28.0,11300.0,12600.0,75.0
151,7,-82.0,30.0,4000.0,4400.0,70.0
152,1,-58.0,5.0,800.0,1000.0,70.0
153,10,-96.0,25.0,600.0,600.0,70.0
154,0,-94.0,48.0,650.0,650.0,60.0
155,8,-86.0,22.0,120.0,145.0,90.0
156,5,-80.0,31.0,4400.0,4900.0,85.0
157,6,-66.0,25.0,11500.0,12800.0,75.0
158,7,-83.0,31.0,4000.0,4400.0,70.0
159,1,-58.0,5.0,800.0,1000.0,70.0
160,10,-97.0,24.0,500.0,500.0,70.0
161,0,-97.0,49.0,640.0,640.0,60.0
162,8,-85.0,23.0,115.0,140.0,90.0
163,4,-70.0,18.0,3400.0,3700.0,80.0
164,5,-81.0,32.0,4200.0,4700.0,85.0
165,6,-65.0,24.0,11600.0,12900.0,75.0
166,7,-84.0,30.0,3900.0,4300.0,70.0
167,1,-57.0,5.0,700.0,900.0,70.0
168,10,-97.0,23.0,500.0,500.0,70.0
169,0,-98.0,50.0,630.0,630.0,60.0
170,8,-84.0,24.0,110.0,135.0,90.0
171,4,-69.0,19.0,3500.0,3800.0,80.0
172,5,-82.0,33.0,4100.0,4600.0,85.0
173,6,-64.0,25.0,11700.0,13000.0,75.0
174,7,-85.0,29.0,3800.0,4200.0,70.0
175,1,-57.0,5.0,700.0,800.0,70.0
176,10,-98.0,22.0,500.0,500.0,70.0
177,0,-98.0,51.0,620.0,620.0,60.0
178,8,-83.0,25.0,105.0,130.0,90.0
179,4,-68.0,20.0,3600.0,3900.0,80.0
180,5,-83.0,34.0,4000.0,4500.0,85.0
181,6,-63.0,26.0,11800.0,13100.0,75.0
182,7,-86.0,31.0,3700.0,4100.0,70.0
183,1,-56.0,5.0,700.0,800.0,70.0
184,10,-98.0,21.0,500.0,500.0,70.0
185,0,-99.0,52.0,610.0,610.0,60.0
186,8,-82.0,26.0,100.0,125.0,90.0
187,4,-67.0,21.0,3700.0,4000.0,80.0
188,5,-84.0,35.0,3900.0,4400.0,85.0
189,6,-63.0,27.0,11900.0,13200.0,75.0
190,7,-87.0,32.0,3600.0,4000.0,70.0
191,1,-55.0,5.0,700.0,800.0,70.0
192,10,-99.0,20.0,400.0,400.0,70.0
193,0,-100.0,53.0,600.0,600.0,60.0
194,8,-81.0,27.0,95.0,120.0,90.0
195,4,-66.0,22.0,3800.0,4100.0,80.0
196,5,-85.0,36.0,3800.0,4300.0,85.0
197,6,-62.0,28.0,12000.0,13300.0,75.0
198,7,-88.0,33.0,3500.0,3900.0,70.0
199,1,-54.0,5.0,600.0,700.0,70.0
200,10,-100.0,19.0,400.0,400.0,70.0
201,0,-100.0,54.0,590.0,590.0,60.0
202,8,-80.0,28.0,90.0,115.0,90.0
203,4,-65.0,23.0,3900.0,4200.0,80.0
204,5,-86.0,37.0,3700.0,4200.0,85.0
205,6,-61.0,29.0,12100.0,13400.0,75.0
206,7,-89.0,34.0,3400.0,3800.0,70.0
207,1,-54.0,5.0,600.0,700.0,70.0
208,10,-101.0,18.0,400.0,400.0,70.0
209,0,-101.0,55.0,580.0,580.0,60.0
210,8,-79.0,29.0,85.0,110.0,90.0
211,4,-64.0,24.0,4000.0,4300.0,80.0
212,5,-87.0,38.0,3600.0,4100.0,85.0
213,6,-60.0,30.0,12200.0,13500.0,75.0
214,7,-90.0,35.0,3300.0,3700.0,70.0
215,1,-53.0,5.0,600.0,600.0,70.0
216,10,-101.0,17.0,400.0,400.0,70.0
217,0,-102.0,56.0,570.0,570.0,60.0
218,8,-78.0,30.0,80.0,105.0,90.0
219,4,-63.0,25.0,4100.0,4400.0,80.0
220,5,-88.0,39.0,3500.0,4000.0,85.0
221,6,-59.0,31.0,12300.0,13600.0,75.0
222,7,-91.0,36.0,3200.0,3600.0,70.0
223,1,-53.0,5.0,600.0,600.0,70.0
224,10,-102.0,16.0,400.0,400.0,70.0
225,0,-102.0,57.0,560.0,560.0,60.0
226,8,-77.0,31.0,75.0,100.0,90.0
227,4,-62.0,26.0,4200.0,4500.0,80.0
228,5,-89.0,40.0,3400.0,3900.0,85.0
229,6,-58.0,32.0,12400.0,13700.0,75.0
230,7,-92.0,37.0,3100.0,3500.0,70.0
231,1,-52.0,5.0,600.0,600.0,70.0
232,10,-102.0,15.0,300.0,300.0,70.0
233,0,-103.0,58.0,550.0,550.0,60.0
234,8,-76.0,32.0,70.0,95.0,90.0
235,4,-61.0,27.0,4300.0,4600.0,80.0
236,5,-90.0,41.0,3300.0,3800.0,85.0
237,6,-57.0,33.0,12500.0,13800.0,75.0
238,7,-93.0,38.0,3000.0,3400.0,70.0
239,1,-52.0,5.0,600.0,600.0,70.0
240,10,-103.0,14.0,300.0,300.0,70.0
241,0,-104.0,59.0,540.0,540.0,60.0
242,8,-75.0,33.0,65.0,90.0,90.0
243,4,-60.0,28.0,4400.0,4700.0,80.0
244,5,-91.0,42.0,3200.0,3700.0,85.0
245,6,-56.0,34.0,12600.0,13900.0,75.0
246,7,-94.0,39.0,2900.0,3300.0,70.0
247,1,-51.0,5.0,600.0,600.0,70.0
248,10,-103.0,13.0,300.0,300.0,70.0
249,0,-105.0,60.0,530.0,530.0,60.0
250,8,-74.0,34.0,60.0,85.0,90.0
251,4,-59.0,29.0,4500.0,4800.0,80.0
252,5,-92.0,43.0,3100.0,3600.0,85.0
253,6,-55.0,35.0,12700.0,14000.0,75.0
254,7,-95.0,40.0,2800.0,3200.0,70.0
255,1,-50.0,5.0,600.0,600.0,70.0
256,10,-104.0,12.0,200.0,200.0,70.0
257,0,-106.0,61.0,520.0,520.0,60.0
258,8,-73.0,35.0,55.0,80.0,90.0
259,4,-58.0,30.0,4600.0,4900.0,80.0
260,5,-93.0,44.0,3000.0,3500.0,85.0
261,6,-54.0,36.0,12800.0,14100.0,75.0
262,7,-96.0,41.0,2700.0,3100.0,70.0
263,1,-50.0,5.0,600.0,600.0,70.0
264,10,-104.0,11.0,200.0,200.0,70.0
265,0,-107.0,62.0,510.0,510.0,60.0
266,8,-72.0,36.0,50.0,75.0,90.0
267,4,-57.0,31.0,4700.0,5000.0,80.0
268,5,-94.0,45.0,2900.0,3400.0,85.0
269,6,-53.0,37.0,12900.0,14200.0,75.0
270,7,-97.0,42.0,2600.0,3000.0,70.0
271,1,-49.0,5.0,600.0,600.0,70.0
272,10,-105.0,10.0,200.0,200.0,70.0
273,0,-108.0,63.0,500.0,500.0,60.0
274,8,-71.0,37.0,45.0,70.0,90.0
275,4,-56.0,32.0,4800.0,5100.0,80.0
276,5,-95.0,46.0,2800.0,3300.0,85.0
277,6,-52.0,38.0,13000.0,14300.0,75.0
278,7,-98.0,43.0,2500.0,2900.0,70.0
279,1,-49.0,5.0,600.0,600.0,70.0
280,10,-105.0,9.0,100.0,100.0,70.0
281,0,-109.0,64.0,490.0,490.0,60.0
282,8,-70.0,38.0,40.0,65.0,90.0
283,4,-55.0,33.0,4900.0,5200.0,80.0
284,5,-96.0,47.0,2700.0,3200.0,85.0
285,6,-51.0,39.0,13100.0,14400.0,75.0
286,7,-99.0,44.0,2400.0,2800.0,70.0
287,1,-48.0,5.0,500.0,500.0,70.0
288,10,-105.0,8.0,100.0,100.0,70.0
289,0,-110.0,65.0,480.0,480.0,60.0
290,8,-69.0,39.0,35.0,60.0,90.0
291,4,-54.0,34.0,5000.0,5300.0,80.0
292,5,-97.0,48.0,2600.0,3100.0,85.0
293,6,-50.0,40.0,13200.0,14500.0,75.0
294,7,-100.0,45.0,2300.0,2700.0,70.0
295,1,-48.0,5.0,500.0,500.0,70.0
296,10,-106.0,7.0,100.0,100.0,70.0
297,0,-111.0,66.0,470.0,470.0,60.0
298,8,-68.0,40.0,30.0,55.0,90.0
299,4,-53.0,35.0,5100.0,5400.0,80.0
300,5,-98.0,49.0,2500.0,3000.0,85.0
301,6,-49.0,41.0,13300.0,14600.0,75.0
302,7,-101.0,46.0,2200.0,2600.0,70.0
303,1,-47.0,5.0,500.0,500.0,70.0
304,10,-106.0,6.0,100.0,100.0,70.0
305,0,-112.0,67.0,460.0,460.0,60.0
306,8,-67.0,41.0,25.0,50.0,90.0
307,4,-52.0,36.0,5200.0,5500.0,80.0
308,5,-99.0,50.0,2400.0,2900.0,85.0
309,6,-48.0,42.0,13400.0,14700.0,75.0
310,7,-102.0,47.0,2100.0,2500.0,70.0
311,1,-47.0,5.0,500.0,500.0,70.0
312,10,-107.0,5.0,100.0,100.0,70.0
313,0,-113.0,68.0,450.0,450.0,60.0
314,8,-66.0,42.0,20.0,45.0,90.0
315,4,-51.0,37.0,5300.0,5600.0,80.0
316,5,-100.0,51.0,2300.0,2800.0,85.0
317,6,-47.0,43.0,13500.0,14800.0,75.0
318,7,-103.0,48.0,2000.0,2400.0,70.0
319,1,-46.0,5.0,500.0,500.0,70.0
320,10,-107.0,4.0,100.0,100.0,70.0
321,0,-114.0,69.0,440.0,440.0,60.0
322,8,-65.0,43.0,15.0,40.0,90.0
323,4,-50.0,38.0,5400.0,5700.0,80.0
324,5,-101.0,52.0,2200.0,2700.0,85.0
325,6,-46.0,44.0,13600.0,14900.0,75.0
326,7,-104.0,49.0,1900.0,2300.0,70.0
327,1,-46.0,5.0,500.0,500.0,70.0
328,10,-108.0,3.0,100.0,100.0,70.0
329,0,-115.0,70.0,430.0,430.0,60.0
330,8,-64.0,44.0,10.0,35.0,90.0
331,4,-49.0,39.0,5500.0,5800.0,80.0
332,5,-102.0,53.0,2100.0,2600.0,85.0
333,6,-45.0,45.0,13700.0,15000.0,75.0
334,7,-105.0,50.0,1800.0,2200.0,70.0
335,1,-45.0,5.0,500.0,500.0,70.0
336,10,-108.0,2.0,100.0,100.0,70.0
337,0,-116.0,71.0,420.0,420.0,60.0
338,8,-63.0,45.0,5.0,30.0,90.0
339,4,-48.0,40.0,5600.0,5900.0,80.0
340,5,-103.0,54.0,2000.0,2500.0,85.0
341,6,-45.0,46.0,13800.0,15100.0,75.0
342,7,-106.0,51.0,1700.0,2100.0,70.0
343,1,-44.0,5.0,500.0,500.0,70.0
344,10,-109.0,1.0,100.0,100.0,70.0
345,0,-117.0,72.0,410.0,410.0,60.0
346,8,-62.0,46.0,0.0,25.0,90.0
347,4,-47.0,41.0,5700.0,6000.0,80.0
348,5,-104.0,55.0,1900.0,2400.0,85.0
349,6,-44.0,47.0,13900.0,15200.0,75.0
350,7,-107.0,52.0,1600.0,2000.0,70.0
351,1,-44.0,5.0,500.0,500.0,70.0
352,10,-109.0,0.0,100.0,100.0,70.0
353,0,-118.0,73.0,400.0,400.0,60.0
354,8,-61.0,47.0,0.0,20.0,90.0
355,4,-46.0,42.0,5800.0,6100.0,80.0
356,5,-105.0,56.0,1800.0,2300.0,85.0
357,6,-43.0,48.0,14000.0,15300.0,75.0
358,7,-108.0,53.0,1500.0,1900.0,70.0
359,1,-43.0,5.0,500.0,500.0,70.0
360,10,-110.0,0.0,100.0,100.0,70.0
361,0,-119.0,74.0,390.0,390.0,60.0
362,8,-60.0,48.0,0.0,15.0,90.0
363,4,-45.0,43.0,5900.0,6200.0,80.0
364,5,-106.0,57.0,1700.0,2200.0,85.0
365,6,-43.0,49.0,14100.0,15400.0,75.0
366,7,-109.0,54.0,1400.0,1800.0,70.0
367,1,-42.0,5.0,400.0,400.0,70.0
368,10,-110.0,0.0,100.0,100.0,70.0
369,0,-120.0,75.0,380.0,380.0,60.0
370,8,-59.0,49.0,0.0,10.0,90.0
371,4,-44.0,44.0,6000.0,6300.0,80.0
372,5,-107.0,58.0,1600.0,2100.0,85.0
373,6,-42.0,50.0,14200.0,15500.0,75.0
374,7,-110.0,55.0,1300.0,1700.0,70.0
375,1,-42.0,5.0,400.0,400.0,70.0
376,10,-111.0,0.0,100.0,100.0,70.0
377,0,-121.0,76.0,370.0,370.0,60.0
378,8,-58.0,50.0,0.0,5.0,90.0
379,4,-43.0,45.0,6100.0,6400.0,80.0
380,5,-108.0,59.0,1500.0,2000.0,85.0
381,6,-41.0,51.0,14300.0,15600.0,75.0
382,7,-111.0,56.0,1200.0,1600.0,70.0
383,1,-41.0,5.0,400.0,400.0,70.0
384,10,-111.0,0.0,100.0,100.0,70.0
385,0,-122.0,77.0,360.0,360.0,60.0
386,8,-57.0,51.0,0.0,0.0,90.0
387,4,-42.0,46.0,6200.0,6500.0,80.0
388,5,-109.0,60.0,1400.0,1900.0,85.0
389,6,-41.0,52.0,14400.0,15700.0,75.0
390,7,-112.0,57.0,1100.0,1500.0,70.0
391,1,-40.0,5.0,400.0,400.0,70.0
392,10,-112.0,0.0,100.0,100.0,70.0
393,0,-123.0,78.0,350.0,350.0,60.0
394,8,-56.0,52.0,0.0,0.0,90.0
395,4,-41.0,47.0,6300.0,6600.0,80.0
396,5,-110.0,61.0,1300.0,1800.0,85.0
397,6,-40.0,53.0,14500.0,15800.0,75.0
398,7,-113.0,58.0,1000.0,1400.0,70.0
399,1,-40.0,5.0,400.0,400.0,70.0
400,10,-113.0,0.0,100.0,100.0,70.0
1,6,-72.12432557357567,32.49300214850526,10000.93545857919,15001.46022455336,71.07184060257217
2,6,-69.41530960927955,25.824803141033495,10900.184745799243,12401.526371812506,75.01890254276034
3,6,-65.3212497519856,24.169463608867932,11201.471469676964,12801.000882950935,74.79597544917767
4,6,-66.90984426852859,29.27019982680773,11302.191139213037,12600.23112099376,75.71186961681418
5,6,-62.04271349249268,26.43817977217305,11699.500242183052,12998.977940257771,75.81592416351128
6,6,-69.54176511675989,28.209337844756455,10698.65245639516,12302.1687322833,75.49814492015892
7,6,-43.022415625234665,48.06215223132697,13800.561063427978,15101.78414872404,75.09512289651558
8,6,-78.65270690371891,31.818690012255633,11000.9783159065,12500.84304976903,81.62236729789292
9,6,-51.09972933496042,38.88295214723127,13000.291392192383,14301.989497612001,75.10755305179039
10,6,-71.4260133897074,28.019813563049087,10800.439900617492,12801.698247299038,75.60107625399759
11,6,-75.70928019899031,31.32922944312112,11000.368192221416,13001.00191506375,75.03694674187739
12,6,-46.29294721118199,42.77166435251196,13402.879364849983,14699.599685898387,77.27816202236222
13,6,-48.676658370769054,41.89348089603681,13201.438129811326,14500.720236007479,75.84966573393271
14,6,-65.00426638489644,23.56440892668517,11202.83283178384,12799.94843335941,76.06270294995869
15,6,-84.4044474455217,20.495370801567795,148.4536207824381,175.89351060462985,90.26255213696045
16,6,-39.75571518590206,52.947577174054544,14500.941007947125,15800.673946007317,75.23902184191779
17,6,-63.267652115221736,24.2138700303448,11699.318792500675,13000.278678158615,75.82652330352592
18,6,-61.45480492732655,29.405876612689998,12099.881845577875,13402.11589006759,78.11455261585428
19,6,-60.70179886742965,26.726020065607475,11800.004453483454,13102.62113045831,75.50395761217816
20,6,-50.81259719490358,39.804139399212254,13102.06610744402,14400.376212168429,75.1731707241991
21,6,-39.874404484739685,53.312219311324476,14500.979657190885,15799.750551245177,77.93017572140165
22,6,-46.41795050395004,45.75116252388699,13599.791861040558,14901.235386054641,76.71873414824346
23,6,-59.15721495748147,32.203105469129035,12401.195402678328,13700.753522491132,75.94071055431887
24,6,-74.50247369780287,30.84536029821576,9999.924282697224,14999.8207218285,71.27295476265066
25,6,-50.369508946181426,41.64630356773511,13198.140796575808,14501.22578351223,75.85163343206563
26,6,-65.65913784571275,25.756228925975503,11600.860791510418,12902.682349007351,74.40033483249682
27,6,-71.82790636060159,29.27634246051075,9999.847346393004,15002.941420720363,69.36720957591086
28,6,-57.182395753125014,31.375815384332025,12400.282605944452,13700.742782981992,77.49210571231528
29,6,-77.81925726219322,29.795551506692096,10499.451690060785,12302.057781077525,70.19159396957977
30,6,-77.87853248944461,29.91462253649167,10500.964717874884,12301.113662079713,70.47263539026913
31,6,-53.90478506526357,34.25430580838441,12602.072117522674,13900.10070238367,76.49126775165325
32,6,-60.31151173477822,28.675635523227676,11999.300144460967,13300.616917050807,76.18200391193265
33,6,-65.92278958326787,26.719036391422673,11499.97565211253,12800.634778148935,74.93085919552594
34,6,-45.516386291285144,44.37548636001321,13601.872477955643,14902.827833431747,77.52856101207757
35,6,-39.922369549786076,49.764645056256825,14201.116731075497,15502.081309701916,76.37776805790618
36,6,-66.68309759931643,27.534281367236368,11201.122569200845,12799.339395431534,76.1682433361725
37,6,-44.494401846715206,45.516174850504385,13702.421930216773,15004.24609970632,74.3319191938581
38,6,-50.4745100851754,39.80319844927877,13100.465849784849,14400.991572437191,76.04380930198025
39,6,-57.398639518202,35.004963797940945,12499.643832268546,13800.824071859377,76.27792669610184
40,6,-82.0835706129856,26.219796712615413,10800.470261258197,12002.030099312478,71.7160724295114
41,6,-62.9670591218115,28.032117121294434,11801.849147863919,13101.059185976666,75.32405397234479
42,6,-83.39510641525779,27.92417455565994,10800.507398406553,12000.47227888626,71.30680449451101
43,6,-75.16032554220054,33.626345871657215,11999.22585572744,14000.796317893812,71.02614225654393
44,6,-81.67611637347066,26.56783126729068,10900.682088319545,12101.943965909912,70.89072832486504
45,6,-83.98806576279078,27.4243679932187,10901.395985950865,12102.115428050538,71.18405091246878
46,6,-84.50846131558421,20.072838998983634,150.32411515344793,175.38253209117735,89.99526693134244
47,6,-62.741909117280606,29.91815831329731,11901.304138146377,13202.241511533995,78.17024780128757
48,6,-74.4683803054647,30.468794573429612,11000.762881719342,13002.509812168657,75.08356452968184
49,6,-65.36026806473969,24.239963689905327,11400.410639746358,12703.381527035854,74.76375307988843
50,6,-62.662632170705606,26.77275408501595,11800.79238188468,13100.485546937563,75.80493832252739
51,6,-70.49419206208066,29.25883052500773,10499.54455673127,12500.186126691902,78.17518617158481
52,6,-42.435072790827675,46.19503811387926,13702.3642244569,15000.720349205467,76.18231924010544
53,6,-60.03796355751361,29.385146634704686,12101.641602566848,13402.123448209233,75.7147578291321
54,6,-83.20342320922447,28.556343154304724,10801.442665533581,11998.880663732823,70.57980640384181
55,6,-52.84123810492787,38.24888061879036,12900.446652645998,14201.80365199324,76.95542133018238
56,6,-74.90513789669579,31.89043508576015,10002.087439370614,14998.939607202012,71.62340279328751
57,6,-55.64761955677592,31.387796664830375,12399.36740119751,13702.161064136237,76.44028601547352
58,6,-82.05987128339058,26.64748048196688,10899.077617080546,12101.464333538554,72.54023650149007
59,6,-70.97195327478545,28.032878391756064,10502.866161215521,12501.340130241248,75.85885824997638
60,6,-66.04973470274214,26.92231119128613,11100.993389887264,12400.921137303956,76.52181585256977
61,6,-71.05587353832847,26.033035020090445,10801.085640625384,12799.453250772565,75.88137227840544
62,6,-71.8879898411239,27.61162860466758,10800.878411245112,12800.960153055099,75.27667285217211
63,6,-65.33117932066042,26.931426749817387,11001.263472312641,12300.199116793363,75.91114076641861
64,6,-58.979001951602704,30.87256179328029,12102.648952193098,13400.610114186687,74.33639419643816
65,6,-64.42841442752528,26.221763393734314,11000.999260089051,12301.016924654174,76.68550807555101
66,6,-82.1268701313521,28.776129165718896,10801.39690223209,12002.073582195155,70.37958349007961
67,6,-67.03518409736233,27.19701904068376,10901.970727854521,12400.102394084179,75.72821394549847
68,6,-66.69951061188206,26.419488575785945,10998.9310827148,12500.230951081066,75.4246506634655
69,6,-39.26477520965069,51.96308984917999,14401.915995768552,15700.054021511067,74.50320966141199
70,6,-53.10705801304577,34.98660221767278,12699.77106305528,14000.438824499113,75.6379078373412
71,6,-51.01677825168959,37.80082855334153,13000.972063860134,14300.581061983601,73.93164154083736
72,6,-44.76702009625601,45.89785358907372,13603.01466868083,14901.820242172034,76.08818582662158
73,6,-49.90219907552399,40.44592712975058,13103.110849378469,14400.975442016565,77.04244783595149
74,6,-42.29361525568826,46.34235459517453,13900.52711095238,15200.331220031323,77.1398687758629
75,6,-60.76096784436474,27.197730087152888,11901.22698551434,13200.970872958624,75.75172974765675
76,6,-41.62302540788321,50.56919358086711,14100.675961047325,15401.388301934034,75.35522080132009
