User_ID,Application,Latency,Required_B,Allocated_B,Efficiency
57,1,5.0,614.4,684.8706084692506,111.15597134617204
58,1,5.0,614.4,684.8706084692506,111.15597134617204
59,1,5.0,614.4,684.8706084692506,111.15597134617204
60,1,5.0,614.4,684.8706084692506,111.15597134617204
61,1,5.0,614.4,684.8706084692506,111.15597134617204
62,1,5.0,614.4,684.8706084692506,111.15597134617204
63,1,5.0,614.4,684.8706084692506,111.15597134617204
64,1,5.0,614.4,684.8706084692506,111.15597134617204
65,1,5.0,614.4,684.8706084692506,111.15597134617204
66,1,5.0,614.4,684.8706084692506,111.15597134617204
67,10,23.0,716.8,1005.2604441705013,93.8317306368715
68,1,6.0,716.8,799.9109179293097,111.42857142857143
69,10,24.0,716.8,1005.2604441705013,90.49839730353817
70,1,6.0,716.8,799.9109179293097,111.42857142857143
71,10,26.0,716.8,1199.1407508034436,97.42845670483037
72,1,5.0,716.8,746.583523400689,116.66666666666666
73,1,5.0,716.8,746.583523400689,116.66666666666666
74,1,5.0,716.8,746.583523400689,116.66666666666666
75,1,5.0,716.8,746.583523400689,116.66666666666666
76,10,24.0,819.2,1005.2604441705013,90.49839730353817
77,1,6.0,819.2,783.7836046482779,109.9884723840089
78,10,25.0,819.2,1005.2604441705013,87.16506397020483
79,1,6.0,819.2,783.7836046482779,109.9884723840089
80,10,25.0,819.2,1005.2604441705013,87.16506397020483
81,1,6.0,819.2,783.7836046482779,109.9884723840089
82,1,5.0,819.2,729.0814820650226,115.10381037646043
83,1,5.0,819.2,729.0814820650226,115.10381037646043
84,10,25.0,921.6,1005.2604441705013,87.16506397020483
85,1,6.0,921.6,783.7836046482779,109.9884723840089
86,1,5.0,921.6,729.0814820650226,115.10381037646043
87,1,5.0,921.6,729.0814820650226,115.10381037646043
88,3,100.0,1.0,150.03602024584822,73.95931878862
89,3,99.0,1.0,231.29289117001852,110.0
90,3,100.0,1.0,150.03602024584822,73.95931878862
91,3,99.0,1.0,231.29289117001852,110.0
92,3,100.0,1.0,150.03602024584822,73.95931878862
93,1,10.0,1024.0,1044.6433979330702,93.28211916372669
94,10,30.0,1024.0,1425.9337554047477,99.99999999999999
95,1,7.0,1024.0,847.3600267575832,105.6655708033717
96,1,8.0,1024.0,1044.6433979330702,113.28211916372669
97,10,26.0,1024.0,1199.1407508034436,97.42845670483037
98,1,7.0,1024.0,847.3600267575832,105.6655708033717
99,7,58.0,1024.0,3919.5306169297014,100.0
100,1,8.0,1126.4,1044.6433979330702,113.28211916372669
101,1,7.0,1126.4,847.3600267575832,105.6655708033717
102,10,27.0,1126.4,1257.087968353011,98.15893189906214
103,7,57.0,1126.4,3808.6384538951143,98.89491744846934
104,10,28.0,1228.8,1279.5760391684155,96.40267539206576
105,1,9.0,1228.8,989.5074048201545,98.358714401924
106,10,28.0,1228.8,1279.5760391684155,96.40267539206576
107,7,56.0,1228.8,3698.8955808488845,97.81915703013986
108,10,27.0,1331.2,1245.1901583383838,97.32454460936297
109,7,55.0,1331.2,3667.44538692592,98.7408980163177
110,5,61.0,1331.2,4656.473229231398,100.0
111,10,29.0,1433.6,1360.1248362561312,98.7181877209106
112,7,54.0,1433.6,3590.4714738258854,98.50118056202723
113,5,60.0,1433.6,4549.034062898836,99.33203654154832
114,10,28.0,1536.0,1425.933755404748,106.66666666666667
115,7,53.0,1536.0,3393.03774572913,95.18814064212272
116,5,59.0,1536.0,3833.6111950136988,85.60733096041231
117,7,52.0,1638.4,3298.3246683220787,94.49583929346498
118,5,58.0,1638.4,3738.8981176066472,85.21266637643116
119,7,51.0,1740.8,2928.8177323181812,86.79265104396453
120,5,57.0,1740.8,4269.555610331134,98.24813527213418
121,7,50.0,1843.2,3284.8722117376847,97.600899145783
122,5,56.0,1843.2,3617.1317832388645,85.87636436261589
123,7,49.0,1945.6,3284.8722117376847,99.32503707681748
124,5,55.0,1945.6,3617.1317832388645,87.51570862491097
125,3,100.0,10.0,150.03602024584822,73.95931878862
126,8,44.0,10.0,272.40073580526416,83.7503704127514
127,6,30.0,10240.0,7016.710142083621,107.43099868427603
128,6,29.0,10240.0,6814.585222625908,107.47319118565977
129,6,30.0,10444.8,7016.710142083621,107.43099868427603
130,6,26.0,10444.8,6376.660157029337,109.13704720030077
131,6,29.0,10547.2,6814.585222625908,107.47319118565977
132,6,28.0,10752.0,6708.892690719692,108.39542944227543
133,6,29.0,10752.0,6814.585222625908,107.47319118565977
134,6,27.0,10956.8,7042.969920873669,113.33102381510005
135,6,28.0,10956.8,7141.092876469547,112.33970530785531
136,6,27.0,11059.2,7042.969920873669,113.33102381510005
137,6,27.0,11059.2,7042.969920873669,113.33102381510005
138,6,27.0,11059.2,7042.969920873669,113.33102381510005
139,6,26.0,11161.6,6841.956616121888,113.38336095593789
140,6,26.0,11161.6,6841.956616121888,113.38336095593789
141,9,20.0,100.0,121.26803766036855,100.0
142,8,26.0,100.0,150.76481672834487,87.83818900797795
143,8,25.0,105.0,147.24443941580955,88.87773948886694
144,6,31.0,11264.0,7526.178741439873,110.19363667355742
145,6,30.0,11264.0,7420.551251099021,111.11646850205247
146,6,25.0,11264.0,6748.083192887455,114.4134608623719
147,6,26.0,11264.0,6841.956616121888,113.38336095593789
148,6,27.0,11366.4,7042.969920873669,113.33102381510005
149,6,24.0,11468.8,6656.75084102869,115.46675068595593
150,6,24.0,11468.8,6656.75084102869,115.46675068595593
151,6,24.0,11468.8,6656.75084102869,115.46675068595593
152,6,28.0,11571.2,7141.092876469547,112.33970530785531
153,6,23.0,11673.6,6685.149342451217,117.61270897784095
154,6,25.0,11673.6,6748.083192887455,114.4134608623719
155,6,25.0,11776.0,6748.083192887455,114.4134608623719
156,6,24.0,11878.4,6656.75084102869,115.46675068595593
157,6,25.0,11980.8,6748.083192887455,114.4134608623719
158,6,26.0,12083.2,6841.956616121888,113.38336095593789
159,6,27.0,12185.6,7042.969920873669,113.33102381510005
160,8,24.0,110.0,143.8847133763877,89.95760941144235
161,8,23.0,115.0,121.26803766036855,86.20446777739495
162,6,32.0,12288.0,7634.856753448651,109.29864402558322
163,6,28.0,12288.0,7141.092876469547,112.33970530785531
164,6,29.0,12390.4,7241.988568300796,111.37369090036663
165,6,30.0,12492.8,7420.551251099021,111.11646850205247
166,6,31.0,12595.2,7474.896926722356,109.72563681885464
167,6,32.0,12697.6,7584.471150581502,108.83882303541684
168,6,33.0,12800.0,7697.3056553594115,107.98176270365923
169,6,34.0,12902.4,7869.110476993357,107.66286779901111
170,6,35.0,13004.8,7902.990851387572,106.0852689732222
171,6,36.0,13107.2,7910.798498020159,104.2697294101298
172,6,37.0,13209.6,8098.083752640842,104.09210954476094
173,8,22.0,120.0,121.26803766036855,88.12754470047187
174,8,21.0,125.0,121.26803766036855,90.05062162354879
175,6,38.0,13312.0,8924.523644678195,109.74743999699122
176,6,39.0,13414.4,8924.523644678195,107.86064754416103
177,6,40.0,13516.8,9513.457403384771,111.34848769788883
178,6,41.0,13619.2,9513.457403384771,109.46169524505864
179,6,42.0,13721.6,9530.019794355194,107.72605182255013
180,6,43.0,13824.0,9530.019794355194,105.83925936971994
181,6,44.0,13926.4,10349.513886936404,111.43120218338525
182,6,45.0,14028.8,10349.513886936404,109.54440973055507
183,6,46.0,14131.2,9914.071249014998,103.6837506663119
184,6,47.0,14233.6,9328.560764750238,96.45356654389528
185,8,20.0,130.0,121.26803766036855,91.97369854662571
186,6,48.0,14336.0,8658.182984540113,88.44888014634992
187,6,49.0,14438.4,8658.182984540113,86.56208769351974
188,6,50.0,14540.8,10225.158306126039,98.975573553082
189,6,51.0,14643.2,8975.027084796855,85.68003448774932
190,6,52.0,14745.6,9783.208357160258,91.1687360599068
191,6,53.0,14848.0,9783.208357160258,89.28194360707661
192,8,17.0,140.0,194.58884313878303,116.14461318423768
193,8,18.0,145.0,197.47554512164183,114.94602608317226
194,8,18.0,145.0,197.47554512164183,114.94602608317226
195,8,43.0,15.0,262.03897922888456,83.072906226173
196,8,22.0,150.0,121.26803766036855,88.12754470047187
197,8,19.0,150.0,121.26803766036855,93.89677546970265
198,8,19.0,150.0,121.26803766036855,93.89677546970265
199,6,19.0,150.0,5250.687523759544,112.0689239073514
200,8,20.0,155.0,121.26803766036855,91.97369854662571
201,8,18.0,155.0,197.47554512164183,114.94602608317226
202,8,19.0,155.0,121.26803766036855,93.89677546970265
203,8,21.0,160.0,121.26803766036855,90.05062162354879
204,8,21.0,160.0,121.26803766036855,90.05062162354879
205,8,20.0,165.0,231.94459884988183,119.75074051118176
206,8,20.0,170.0,231.94459884988183,119.75074051118176
207,3,101.0,2.0,155.49894549128615,75.41213585594944
208,4,25.0,2048.0,2863.1637674810013,100.76380238570567
209,2,45.0,2048.0,2026.6888453621596,100.0
210,7,48.0,2048.0,2973.5576918309457,93.10652701418473
211,5,54.0,2048.0,3899.5606566497117,95.2203486487682
212,7,47.0,2150.4,3233.4381697622453,101.46106290177028
213,5,53.0,2150.4,3990.236801126499,98.80700668294453
214,4,23.0,2252.8,3324.263302709564,113.70837648764773
215,7,46.0,2252.8,3200.3364817019396,102.34066889019589
216,5,52.0,2252.8,3957.1351130661933,99.73547628901896
217,4,24.0,2355.2,3376.8227800686614,112.57118136624736
218,7,45.0,2355.2,3216.9601003666207,104.48892951063807
219,5,51.0,2355.2,3957.1351130661933,101.37482055131403
220,4,25.0,2457.6,3431.070979150585,111.46580959853362
221,7,44.0,2457.6,3216.9601003666207,106.21306744167256
222,5,50.0,2457.6,4065.448990849582,105.340257383055
223,4,24.0,2560.0,3376.8227800686614,112.57118136624736
224,7,43.0,2560.0,3216.9601003666207,107.93720537270704
225,5,49.0,2560.0,4065.448990849582,106.97960164535009
226,4,24.0,2662.4,3376.8227800686614,112.57118136624736
227,7,42.0,2662.4,3216.9601003666207,109.66134330374153
228,5,48.0,2662.4,4065.448990849582,108.61894590764517
229,4,23.0,2764.8,3324.263302709564,113.70837648764773
230,7,41.0,2764.8,3200.3977093961976,110.96292066339319
231,5,47.0,2764.8,4065.448990849582,110.25829016994025
232,4,22.0,2867.2,3273.3149018959743,114.87593176728548
233,7,40.0,2867.2,3200.3977093961976,112.68705859442767
234,5,46.0,2867.2,4065.448990849582,111.89763443223534
235,4,21.0,2969.6,3223.904620627747,116.07247235672457
236,4,22.0,2969.6,3273.3149018959743,114.87593176728548
237,4,22.0,2969.6,3273.3149018959743,114.87593176728548
238,7,39.0,2969.6,3200.3977093961976,114.41119652546216
239,5,45.0,2969.6,4082.072609514265,113.89397889288497
240,8,42.0,20.0,252.436630298433,82.58603431877671
241,8,41.0,25.0,230.69569042496158,79.05268042467061
242,3,102.0,3.0,161.3747214436574,77.04344985193282
243,7,35.0,3072.0,2638.2467365655257,106.96544485228605
244,4,20.0,3072.0,3175.9638415063573,117.2967051857612
245,7,38.0,3072.0,2755.748476011873,104.79088337697853
246,5,44.0,3072.0,3533.24261609906,103.74693533768162
247,4,21.0,3174.4,3223.904620627747,116.07247235672457
248,7,37.0,3174.4,2715.4352930352857,105.48650062743809
249,5,43.0,3174.4,3483.8095773395908,104.3246813403937
250,7,34.0,3276.8,2601.2750098762162,107.74631354262073
251,4,20.0,3276.8,3175.9638415063573,117.2967051857612
252,7,36.0,3276.8,2676.284568487668,106.21177598093551
253,5,42.0,3276.8,3435.740672850932,104.93172278202825
254,4,19.0,3379.2,3209.6698281000117,120.05954195859643
255,7,35.0,3379.2,2638.2467365655257,106.96544485228605
256,5,41.0,3379.2,3385.226292463906,105.48624645371157
257,7,33.0,3481.6,2569.7587751590695,108.66636961290847
258,4,18.0,3481.6,3118.8124025733673,120.47502601680984
259,7,34.0,3481.6,2601.2750098762162,107.74631354262073
260,5,40.0,3481.6,3339.6391513798667,106.14658495692998
261,7,32.0,3584.0,2534.8417571632413,109.49966061842052
262,4,19.0,3584.0,3209.6698281000117,120.05954195859643
263,7,33.0,3584.0,2569.7587751590695,108.66636961290847
264,5,39.0,3584.0,3295.2634940867533,106.83294065666784
265,7,31.0,3686.4,2500.8609003195415,110.35683614592318
266,4,20.0,3686.4,3175.9638415063573,117.2967051857612
267,7,32.0,3686.4,2534.8417571632413,109.49966061842052
268,5,38.0,3686.4,3252.0516608733387,107.54429003772646
269,7,32.0,3788.8,2534.8417571632413,109.49966061842052
270,7,31.0,3788.8,2500.8609003195415,110.35683614592318
271,4,21.0,3788.8,3223.904620627747,116.07247235672457
272,5,37.0,3788.8,3209.9584595781503,108.27966257672364
273,5,35.0,3891.2,3128.958587855605,109.81883993621011
274,7,31.0,3891.2,2500.8609003195415,110.35683614592318
275,7,29.0,3891.2,2435.5610056548176,112.139098879209
276,4,22.0,3891.2,3273.3149018959743,114.87593176728548
277,5,36.0,3891.2,3168.9410079353984,109.03813735639696
278,7,30.0,3993.6,2467.779053493534,111.23694834889939
279,7,30.0,3993.6,2467.779053493534,111.23694834889939
280,5,35.0,3993.6,3128.958587855605,109.81883993621011
281,4,23.0,3993.6,3324.263302709564,113.70837648764773
282,8,40.0,30.0,222.19157731569354,78.84143817331105
283,8,39.0,35.0,214.2921464737741,78.78195601040063
284,0,78.0,350.0,1152.5444223516836,99.99999999999997
285,0,77.0,360.0,1116.4209930754482,98.14781813878307
286,0,76.0,370.0,1087.697109597588,96.93765455077744
287,0,75.0,380.0,1057.9350274310068,95.63741211907721
288,0,74.0,390.0,1029.7582944949272,94.4747218024848
289,3,103.0,4.0,167.71198665800418,78.87428976487844
290,5,36.0,4096.0,3168.9410079353984,109.03813735639696
291,7,29.0,4096.0,2435.5610056548176,112.139098879209
292,7,29.0,4096.0,2435.5610056548176,112.139098879209
293,7,29.0,4096.0,2435.5610056548176,112.139098879209
294,7,30.0,4096.0,2467.779053493534,111.23694834889939
295,7,31.0,4096.0,2500.8609003195415,110.35683614592318
296,5,34.0,4096.0,3089.9725106,110.62093945690833
297,4,24.0,4096.0,3376.8227800686614,112.57118136624736
298,5,35.0,4198.4,3128.958587855605,109.81883993621011
299,7,28.0,4198.4,2404.1733608641566,113.06243569760292
300,7,30.0,4198.4,2467.779053493534,111.23694834889939
301,7,28.0,4198.4,2404.1733608641566,113.06243569760292
302,5,33.0,4198.4,3056.089986687318,111.53264023786689
303,4,25.0,4198.4,3431.070979150585,111.46580959853362
304,5,37.0,4300.8,3209.9584595781503,108.27966257672364
305,7,29.0,4300.8,2435.5610056548176,112.139098879209
306,5,32.0,4300.8,3019.0324426432517,112.3761559359294
307,4,26.0,4300.8,3487.0906160328655,110.39381993924698
308,5,34.0,4403.2,3079.1790049701226,110.38914373730404
309,5,33.0,4403.2,3045.2279668301753,111.2993731423115
310,4,27.0,4403.2,3548.7038192653117,109.42723902666198
311,5,33.0,4505.6,3044.7823660022,111.2898036504227
312,5,32.0,4505.6,3007.6042572930855,112.13073016437284
313,5,31.0,4505.6,2971.3231177557227,112.99091952227366
314,4,28.0,4505.6,3608.0381320926645,108.41771324376822
315,5,38.0,4608.0,3241.4455020025757,107.31651767979295
316,5,32.0,4608.0,3007.6042572930855,112.13073016437284
317,5,32.0,4608.0,3007.6042572930855,112.13073016437284
318,5,32.0,4608.0,3007.6042572930855,112.13073016437284
319,4,29.0,4608.0,3669.8614263466975,107.45509142094679
320,5,31.0,4710.4,2934.7999069270595,112.20656602058517
321,5,31.0,4710.4,2934.7999069270595,112.20656602058517
322,4,30.0,4710.4,3700.551160718247,105.905768856214
323,4,31.0,4812.8,3767.6247297215527,105.04208657330587
324,4,32.0,4915.2,3837.174639115178,104.22507003468492
325,4,33.0,5017.6,4422.672467852537,113.13090652697916
326,8,38.0,40.0,206.93511846737547,78.8586033600268
327,0,73.0,400.0,1003.0435258021646,93.43887815791335
328,0,72.0,410.0,977.6798163861133,92.52025856566563
329,0,71.0,420.0,953.5672023208359,91.71018970053184
330,0,70.0,430.0,930.6153439957455,91.00083328670803
331,0,69.0,440.0,908.7423950781712,90.38508796384026
332,8,37.0,45.0,200.06648263490567,79.0578249002908
333,0,68.0,450.0,887.8740273148443,89.8565046743627
334,0,67.0,460.0,867.9425866838458,89.40921344739989
335,0,66.0,470.0,848.8863607098506,89.03785982770238
336,0,65.0,480.0,830.6489402250849,88.73754949912231
337,0,64.0,490.0,813.1786616712664,88.50379989619152
338,3,104.0,5.0,174.56733223013967,80.92912288192471
339,8,45.0,5.0,283.61569632450835,84.64196739737265
340,5,40.0,5120.0,3522.199917367076,110.06716512565444
341,5,30.0,5120.0,2913.2273719572377,113.38262972895376
342,4,34.0,5120.0,4457.531776326337,111.66015808703257
343,4,35.0,5222.4,4717.794711515433,114.43705994864293
344,4,36.0,5324.8,4474.107251602745,107.71719780996679
345,4,37.0,5427.2,4474.107251602745,105.58953823549871
346,4,38.0,5529.6,4474.107251602745,103.46187866103064
347,4,39.0,5632.0,4474.107251602745,101.33421908656254
348,4,40.0,5734.4,4474.107251602745,99.20655951209446
349,4,41.0,5836.8,4474.107251602745,97.07889993762636
350,4,42.0,5939.2,4490.669642573169,95.26335266598686
351,4,43.0,6041.6,4490.669642573169,93.13569309151877
352,8,36.0,50.0,193.63916887700444,79.36780721639951
353,0,50.0,500.0,591.5842902320358,87.22598157075153
354,0,63.0,500.0,796.4281183291735,88.33249779617404
355,0,62.0,510.0,780.35373073762,88.2198620466613
356,0,61.0,520.0,764.9153681049083,88.16241071750643
357,0,60.0,530.0,750.0760137879736,88.15693207627231
358,0,59.0,540.0,765.5157463359928,90.77860482961715
359,8,35.0,55.0,187.61196749888555,79.77820770817526
360,0,58.0,550.0,752.2210821743158,90.90715053705897
361,0,57.0,560.0,739.3803104947866,91.07507802218723
362,0,56.0,570.0,726.9705769502666,91.28040433782039
363,0,55.0,580.0,714.97053621258,91.52127746613063
364,0,54.0,590.0,703.3602294487736,91.79596568792638
365,3,105.0,6.0,182.0069963929923,83.2365874515683
366,4,44.0,6144.0,4490.669642573169,91.00803351705068
367,4,45.0,6246.4,4490.669642573169,88.8803739425826
368,4,46.0,6348.8,4474.046023908488,86.43944825140208
369,4,47.0,6451.2,4666.41841082445,87.93697714085752
370,8,34.0,60.0,181.94864468885984,80.27993259734188
371,0,48.0,600.0,591.5842902320358,89.79008413485408
372,0,53.0,600.0,692.1209735444904,92.10284797116802
373,0,47.0,610.0,591.5842902320358,91.07213541690538
374,0,52.0,610.0,681.2352607811443,92.44040526650299
375,0,47.0,620.0,591.5842902320358,91.07213541690538
376,0,46.0,620.0,591.5842902320358,92.35418669895665
377,0,51.0,620.0,670.6866678337946,92.80721261150704
378,0,46.0,630.0,591.5842902320358,92.35418669895665
379,0,50.0,630.0,591.5842902320358,87.22598157075153
380,0,45.0,640.0,608.2079088967167,95.07857880035456
381,0,49.0,640.0,591.5842902320358,88.50803285280281
382,8,33.0,65.0,189.45380227737672,84.08661590506128
383,0,46.0,650.0,591.5842902320358,92.35418669895665
384,0,48.0,650.0,591.5842902320358,89.79008413485408
385,0,45.0,660.0,608.2079088967167,95.07857880035456
386,0,45.0,660.0,608.2079088967167,95.07857880035456
387,0,44.0,670.0,608.2079088967167,96.36063008240583
388,0,44.0,670.0,608.2079088967167,96.36063008240583
389,0,44.0,670.0,608.2079088967167,96.36063008240583
390,0,43.0,680.0,608.2079088967167,97.6426813644571
391,0,43.0,680.0,608.2079088967167,97.6426813644571
392,0,42.0,690.0,788.5830258195731,114.57489878542509
393,3,110.0,7.0,231.29289117001852,100.0
394,8,32.0,70.0,184.36420090567688,84.73233049084538
395,8,31.0,75.0,179.54090557814936,85.44488121686447
396,3,105.0,8.0,182.0069963929923,83.2365874515683
397,8,30.0,80.0,174.9635480454524,86.21915616320862
398,8,29.0,85.0,170.61378555550814,87.05055175899759
399,8,28.0,90.0,166.47505518205807,87.93491112500789
400,8,27.0,95.0,162.53236306319974,88.86847117782965
401,8,25.321313642334985,43.68678782266496,107.57338007371783,78.30338738019704
402,8,38.35333907992754,57.28284075478986,209.47622318915407,78.81685870372702
403,8,51.48440506755134,84.59112793304055,261.4363787460463,66.60550502199636
404,8,25.701507815496257,26.76340852611626,108.70427190902244,77.85607023632849
405,8,43.25408486488947,141.56462757332787,289.52893798370843,89.48357190241668
406,8,44.85945231383842,96.86324087298225,281.9840063337716,84.50273813144453
407,8,34.7577094338242,86.23964492759082,186.2076782141695,79.89170970268738
408,8,40.27266952570753,37.20735453747255,224.44758768275597,78.8832757400076
409,8,24.479715999378385,125.945781147591,145.47708250190445,89.43472336987082
410,8,25.78960273124776,53.60002320642936,108.96971256813404,77.75327588708815
411,8,45.40121080868735,138.39323968231983,310.35658343868,90.58170036530946
412,8,19.17487185883711,49.98820184928892,92.0857428029289,86.23645908572823
413,8,45.477683987101024,109.71024728365607,304.2925834973423,88.91272461261603
414,8,49.96801885531021,167.59767619232693,381.8225561682559,99.73554455170529
415,8,21.040199400406603,101.092573113197,121.26803766036855,89.97331508430533
416,8,48.75124464946748,141.64139829055105,345.23790195121035,92.89366399325401
417,8,42.78338022979971,134.98008005773207,285.33116089793367,89.33523632230822
418,8,31.627467885270605,148.623247522189,212.08012348654404,92.40474007515107
419,8,33.15099951924549,163.73772352015376,219.76729680780963,91.4041593183217
420,8,19.246349876859835,108.53129104705349,121.26803766036855,93.42302570651066
421,8,39.19805048843355,22.50572050797185,215.81171095947002,78.78246227372411
422,8,22.592514089453672,50.30173805147203,100.099076925099,81.675216134232
423,8,41.3924495396388,99.32244285906292,273.6088159569885,89.06808835780487
424,8,40.19413280094632,152.438092761776,255.43765769208076,86.8120384891596
425,8,23.13004990330208,43.2005914916114,101.4881237519527,80.99010934250956
426,8,27.54160730121817,45.743153826744354,164.64427025464803,88.35695443058839
427,8,47.694241920563215,154.836192374505,330.8626220941074,91.31852672318664
428,8,29.082969024591627,77.29742905084788,170.96643630431342,86.97950243872987
429,8,33.07434933408187,64.13579114063867,189.84345695138333,84.04142997015629
430,8,36.44687371591404,128.11707666828266,229.3137486456474,87.46185977102846
431,8,17.33179367324155,123.3486637551723,195.53723144740425,115.74457011537962
432,8,37.03977757329325,81.87933132473209,200.33098081801663,79.04771197947002
433,8,26.863816829373583,73.23461364639552,162.0098363212842,88.99922077919564
434,8,29.4892685811948,155.52456274785368,177.64152519020521,87.87343708942052
435,8,29.35282348214901,100.82801439454369,177.64152519020521,88.13583151066243
436,8,31.34483922067496,159.1117991399362,210.71283759404184,92.60510225954806
437,8,35.91705661241918,75.0493169597753,193.1245633481186,79.39816064546989
438,8,18.88687605133862,160.5402399021012,121.26803766036855,94.11432152482067
439,8,41.35127560490352,68.92910998025023,246.57496793068285,82.36245094231427
440,8,20.12019395155294,95.15749228661277,94.17097025624061,84.94187179409782
441,8,33.00030223797785,56.48568284531368,189.4553830272578,84.08643140676824
442,8,23.732563911615383,4.819272568734267,103.09162740372726,80.23386777068025
443,8,27.6213710658716,138.00183837108136,177.64152519020521,91.4655476958113
444,8,25.65839769440266,49.29570000641366,108.57484658399825,77.9064918037385
445,8,32.283848537865616,118.5158992222438,215.3250317391131,91.95686020411614
446,8,40.06396455906369,147.06804444479923,254.43079774106957,86.809665427633
447,8,34.25722014590649,111.8607733189721,216.38259553007768,88.4273368002226
448,8,43.427802825693234,59.16953739544368,266.373689592417,83.33811210540229
449,8,40.504610937633,146.08616882718,257.8717052724563,86.82585006536304
450,8,47.23376693006067,10.218030450412286,302.94643294441295,85.19779199203978
451,8,39.98886305978992,90.6551508853257,222.10039622818107,78.83997119915863
452,8,30.75068302060715,34.4651228090136,178.37742535198197,85.63233258059282
453,8,46.55990964912959,95.41319834139684,293.0171425050147,84.00166842633769
454,8,17.427567681296388,117.82627942304998,195.81271057362096,115.62952768449846
455,8,31.595595373932827,91.08375089145076,182.38276353402114,85.01274059333466
456,8,27.76249808554481,9.731518083932912,165.52143731651535,88.15231140083627
457,8,49.670512830484455,67.0933081146346,345.2526868399378,91.12955120460373
458,8,21.67231704311134,155.2017857560491,121.26803766036855,88.75770423295006
459,8,21.85803073163072,158.47974318512323,121.26803766036855,88.40056252425894
460,8,18.07685672460688,50.93800144032647,178.20688111571974,109.96227313011704
461,8,37.63917651267077,166.49663288073924,309.31726304492554,105.24784603522494
462,8,30.297702056944228,21.82162094713461,176.30165134073104,85.9824825855995
463,8,31.866366041977635,83.45994689401333,183.70469675276033,84.82379986443084
464,8,19.91351560673979,153.43200417812227,121.26803766036855,92.14001468751073
465,8,22.69711291149974,43.07386255546984,100.36638330638458,81.54115175314405
466,8,20.23231786621656,147.06466566446778,121.26803766036855,91.52693341928618
467,8,31.00994365678057,101.42765576947482,209.11534644982603,92.84820196537666
468,8,44.36487687044719,155.7352966915077,299.94232956972206,89.96093363266553
469,8,37.55319871796196,66.39072561656141,203.80879800933633,78.93320854317237
